"EnsemblGeneID","WaldStatistic"
"ENSG00000145723",6.36662778707128
"ENSG00000205913",6.36566422489312
"ENSG00000119711",6.36499202878357
"ENSG00000189127",6.36443889095904
"ENSG00000107331",6.36157971215777
"ENSG00000204335",6.35923125016326
"ENSG00000213420",6.3572110701997
"ENSG00000239419",6.35404225864825
"ENSG00000248445",6.35286875052208
"ENSG00000146083",6.35206148358605
"ENSG00000163935",6.34908186158325
"ENSG00000224699",6.34702968997199
"ENSG00000165028",6.33905879312233
"ENSG00000216937",6.33804076087397
"ENSG00000089050",6.33214487963574
"ENSG00000187741",6.3270943518432
"ENSG00000146918",6.32292559891076
"ENSG00000196263",6.3217487072474
"ENSG00000168874",6.32132686724606
